Fecha extracción;Fecha de nacimiento;Ciudad;País;Código postal;;;;;;
23/01/2024 14:20;26/04/1999;MADRID;España;28001;;;;;;
23/01/2024 14:20;26/04/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;26/04/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28031;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28033;;;;;;
23/01/2024 14:20;27/04/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28001;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28010;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;28/04/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28022;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28018;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28023;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;29/04/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28120;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28051;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;30/04/1999;MADRID;España;28051;;;;;;
23/01/2024 14:20;01/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;01/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;01/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;01/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;01/05/1999;MADRID;España;28038;;;;;;
23/01/2024 14:20;02/05/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;02/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;02/05/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;02/05/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;02/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;29026;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28036;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;03/05/1999;MADRID;España;28222;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28033;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28033;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;04/05/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28049;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28024;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28038;;;;;;
23/01/2024 14:20;05/05/1999;MADRID;España;28035;;;;;;
23/01/2024 14:20;06/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;06/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28031;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28042;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28035;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28016;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28050;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28018;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;07/05/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;08/05/1999;MADRID;España;28042;;;;;;
23/01/2024 14:20;09/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;09/05/1999;MADRID;España;28014;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28034;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28046;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28924;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28024;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28022;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;10/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28707;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28223;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28033;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;2042;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;11/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;12/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28053;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28053;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;13/05/1999;MADRID;España;28037;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28860;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;14/05/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28031;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28014;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28018;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;15/05/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;16/05/1999;MADRID;España;28051;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28049;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28037;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28049;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;17/05/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28021;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28029;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;18/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28942;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28022;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28222;;;;;;
23/01/2024 14:20;19/05/1999;MADRID;España;28233;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28210;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;20/05/1999;MADRID;España;28006;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28018;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28014;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28006;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28006;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28044;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;21/05/1999;MADRID;España;28013;;;;;;
23/01/2024 14:20;22/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;22/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;22/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;22/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;22/05/1999;MADRID;España;28035;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;23/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28038;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;24/05/1999;MADRID;España;28044;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;25/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28034;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28050;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28034;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28250;;;;;;
23/01/2024 14:20;26/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;27/05/1999;MADRID;España;28025;;;;;;
23/01/2024 14:20;28/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;28/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;28/05/1999;MADRID;España;28044;;;;;;
23/01/2024 14:20;28/05/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28024;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28022;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28410;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;29/05/1999;MADRID;España;28007;;;;;;
23/01/2024 14:20;30/05/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;30/05/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;30/05/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;30/05/1999;MADRID;España;28925;;;;;;
23/01/2024 14:20;31/05/1999;MADRID;España;28035;;;;;;
23/01/2024 14:20;31/05/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;31/05/1999;MADRID;España;28521;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28044;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28029;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;01/06/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28042;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28029;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28031;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;02/06/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28400;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28023;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;03/06/1999;MADRID;España;28044;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28023;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;04/06/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;05/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;05/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;05/06/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;05/06/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;05/06/1999;MADRID;España;28018;;;;;;
23/01/2024 14:20;06/06/1999;MADRID;España;28016;;;;;;
23/01/2024 14:20;06/06/1999;MADRID;España;28035;;;;;;
23/01/2024 14:20;06/06/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;06/06/1999;MADRID;España;28006;;;;;;
23/01/2024 14:20;06/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28031;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28038;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;07/06/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28046;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28840;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;08/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;09/06/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;09/06/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;09/06/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;10/06/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;10/06/1999;MADRID;España;28012;;;;;;
23/01/2024 14:20;10/06/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;10/06/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;10/06/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28045;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28027;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28047;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;11/06/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28053;;;;;;
23/01/2024 14:20;12/06/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;13/06/1999;MADRID;España;28041;;;;;;
23/01/2024 14:20;13/06/1999;MADRID;España;28013;;;;;;
23/01/2024 14:20;13/06/1999;MADRID;España;28030;;;;;;
23/01/2024 14:20;14/06/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;14/06/1999;MADRID;España;28042;;;;;;
23/01/2024 14:20;14/06/1999;MADRID;España;28002;;;;;;
23/01/2024 14:20;15/06/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;15/06/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28010;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;16/06/1999;MADRID;España;28019;;;;;;
23/01/2024 14:20;17/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;17/06/1999;MADRID;España;28026;;;;;;
23/01/2024 14:20;17/06/1999;MADRID;España;28017;;;;;;
23/01/2024 14:20;17/06/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28053;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28015;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28008;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28034;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28003;;;;;;
23/01/2024 14:20;18/06/1999;MADRID;España;28011;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28004;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28032;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28020;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28039;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28043;;;;;;
23/01/2024 14:20;19/06/1999;MADRID;España;28005;;;;;;
23/01/2024 14:20;20/06/1999;MADRID;España;28022;;;;;;
23/01/2024 14:20;20/06/1999;MADRID;España;28009;;;;;;
23/01/2024 14:20;20/06/1999;MADRID;España;28028;;;;;;
23/01/2024 14:20;20/06/1999;MADRID;España;28040;;;;;;
23/01/2024 14:20;20/06/1999;MADRID;España;28022;;;;;;
